ID,up_votes,down_votes,age,gender,transcription
0042cdb4d4a015cddacc26d88faffdd714b7a27213d2b30cc55c99b2e874fd58efc33a49ee26e6532f8d0540670457f02d63b1e22e4dfba462027ff9f29e67cb,2,0,twenties,male,géenel ma
00439f02fa8f0dade934bdb317199b71662e9396f6bb8188ec735b25a83456ec761513edbafc64bc10d38e26be6428efe176e48d830f8f3afcf5938c061b3137,2,0,twenties,male,jox ma
00449100b205f8244174936b580e4084968ab7bbd738d09143104eb64dfc95f8936f67a61cd6da0e30b1eeea79dcce4d4307c89283d0d06234602aaa7f62f93a,2,0,twenties,male,seetal ma
004bb970ff5217dc663cd9d69cf6dccc8b4197062ad48d698abc13661dc455d62f5a052a3e9812bfc2e97b6eb800fc28ecbab8f5e09187ebd1d9ce6c94c27a59,2,0,twenties,male,soppil ma
004bc77cc17a10c3964932a6e5acaa7494023d8fca26ac66c4a834841d0765ca726d2e7b48d91de43ffb198426d3cb6b78458293380fb8c3cc5f318e49722392,2,0,twenties,male,ubbil ma
004eb9d3868f15c4d909147ef19b8a7b02140f481c18290f50ff0f3292e74e85e986532b86455a42e1572bf6623e735b0ce316330965f7d1eaa9ef0f26e616cd,2,0,twenties,male,wan ma
00753f65ccd6d3c580b90bafc7e0bd613502b9b400186b7ff9f1e8ae8a7130a85a6c0eee84afa5491a475c48ad204d2eecc0ae1059ee33362f4c689c6c395325,2,0,fifties,femelle,wërël ma
00760afb46c742467eb01a104566d12837a9dd40a90a33ae2467ba30dbd9084a236d5971742cc0a1576205a62c01f563c54cc23bf20eb783a49598de5c805a72,2,1,twenties,male,dolil ma ci
0085e1f567d281b7a9ae9fd4aebdb6b56b05b1a7483a8402ad1a60b6901b1238359b8f2e88f0b9e0de84076d8d3d6b119338ef5ad3b8cdb48ed56e746b04f170,2,0,thirties,femelle,wootel ma
00892640235e421b32f620ee56ad3c76e9b6a0769f889c8551627ec72998a7fefbfee24a60973954962dda250a71066d7bd3ae4e5ee9d28dbb84ccc95a2cc0d1,2,0,twenties,male,xoolal ma
0091bff0f2506b8869555aed5ca7870a1848e4d57e7bdbe40d8ad4c72547873c36bd526827a2d9051d82daaef5e55a322af037fe096e3c297804b1f7a97830b0,2,0,twenties,male,wërël ma
0093a8ba66abda4675644ef74a8e1cab55d38d71049d6b968a4c935bc206ac4c32b9e5eaacd3ddd926aed927a6581629f57a85ac129bd032c32dc9616bbf15d4,2,0,twenties,male,wootel ma
009c99482f7d628a32bfcddfa6d04640265344aa6082aedcb55e48052e0a17a4e98f92fe327c6c132c4814551d6501e4f4d90118a9a985bfe6fa603f73e6684f,2,1,twenties,male,seetal ma
009ec9a9068f3fe550e6cb9c809ebbfa4ba4c478703c1d1ea953e1d06b56f2455c7e850d902cc0ef0a8fa57648aee6d0bf70d062b8d2e836f2d5a766ead33788,2,0,twenties,male,wootel ma
00a5212516df8e9df45ebdc607d6e9eba3980b69f63cf5da3b0c6e80acca7f09c6e4813d4ac6265ce5b3c84068ae3ad767d91c19750b51815a5a13daa4cf4a51,2,0,twenties,male,woowal ma
00aeca7b0b7f393edd0669335f48b92af3ac012a9d45b449de6093ca9e359d358db3a1e726a818fccb8d8f2c6cac841c4c0d4715c98d5a55af68506d6db5f67b,2,0,teens,femelle,ubbil ma
00b2facce19626c53b6cdfe0b57310a68a682fbc5f789434c4bc4e86013222269ef41b654f5359c2464e18cf81d56a066a96b23f7560f1a50d62bc1d0bb38f1b,2,0,twenties,male,géenel ma
00cf29ae5c84581c91934469efbd890e913e0f42c9c9674b32be97db0b09ebaa0a7a8ca2ea0bbef749d8b3024578d395752e376006beffc5a723070c6311f143,2,0,twenties,male,waaw
00d21c617ab63919239ba607eef667b4c1bcc8990c818550be36065e024b32ab81caa1bc7848fbfa05e11b8aac820f3d505075b4b709378b61b7b8dd85e36c57,2,0,twenties,male,déedéet
00d4dfe6a01e2eade5f94950325fff88353c1539006fe7bfa65996c5d630cff2c6bb24f3af025037a7369f2db585d0b4958742eeb3a073a97cd7b429a636bc28,2,0,twenties,male,wan ma
00dd95cb535042ce3d3590f27bb45f2c18246a9667b8b94efe322fd875918c610f6ddda15c58ff1463056ebca36f137a217bf7a36fe1a18c4ef919f5353c2060,2,0,twenties,male,waxal ma
00e47127c5d7124a312909f6ee7a45d42b042cb3deaee874546b1c14fc906d4fa26942429f0206a2818ff7dcba255c78784d20de8492506d26b9f458edb590c3,2,1,twenties,male,soppil ma
00f3eabdee2582c04897db3885a2712cee6b0e31b15456870dc73b0c67ea0ea0f1bc3c717d1f94559026ae319567b4d5cbe8f720e1b18c703523573e3abec294,2,0,twenties,male,seetal ma seetal ma seetal ma
00f836c40483bdc8ef76f3ed904a3216d91dc04e3aa1e1fb548d96eed0fbe00238f1b59a3b9a9d68bf02642c2f3a49c6088d6154a934fc9c0c62172f12675f69,2,0,twenties,male,seetal ma seetal ma seetal ma
01081b50eac5d8fe948705fe4e1783645b6e1ef49655ca518c450f30a80fc36ed49cb9f90df0c1f66623437878623beedf61d8b96308a43e15514502c20333c4,2,0,twenties,male,seetal ma seetal ma seetal ma
01149a055891fabc8ce23689a9da0a754c304b571b4fd05bfb0c5550602d5c19b7caf2eb50cd252026aaaa2dd07ea50dd10ce4a32fde4773dd50d2d58849b130,2,0,twenties,male,seetal ma seetal ma seetal ma
011715bf0a9f7ffd9cd11fc35b581981403eec068f7b9fbcfe8f7f0383d61c18c135cbc7cc6b82f1be088ff9c0bc6d44f6ccb0a8a0cf488c1b0b6a1eec2addac,2,0,twenties,male,ubbil ma
011b27f983bd76525029ddb070ed2e7a361004333421a6d0f0643105cddcf2218ff32519aa22f6709208b458dbdd96b7d5fceee602e8da5a0782e92a52699e24,2,0,twenties,male,duggëlël ma
01252ff592711e3516585e664d1eaa5c06f4904c6ed85e18e196a161c094f9c4b248bc7322c7dccc0057c2be60eba44107f453dbab9a5243c148880d7481299a,2,0,twenties,male,duggëlël ma
0165fb75a7d920d7b0db0de67980364bd1cdb109bce646dfd76c58ae9913c76eb5d9834e1cd54ba987213a413935a0aa3502803e7b626cae3b8e1fdb8d8a2efe,2,0,twenties,male,wërël ma
01744d0ff7a517f60698a872f66e0dde800634cab7932ffe90df6a2b157c316ae8d88ff455f2c54b5eaaad2dc6a30bb0981168a0164d6ec0459c9e99c30fd9e0,2,0,twenties,male,wootel ma
